title,performers,event_dates,price,venue,location,contact_information,description,genres,source_url,cluster
MEL BROWN B3 ORGAN GROUP,Mel Brown B3 Organ Group,"February 5, 2026, 8:00 pm PST",$36.54 - $268.29,Jack London Revue,"529 SW 4th Ave, Portland, OR 97204",Not provided in source.,"The Mel Brown B3 Organ Group, known for its all-star lineup and spontaneous performances, has been a sensation in the jazz, blues, and soul scene since their inception in 1997. They have a 20-year tradition of performing and continue to draw audiences at the Jack London Revue.","Jazz, Blues, Soul",https://www.jacklondonrevue.com/tm-event/mel-brown-b3-organ-group-3/,123
The Black Mariah Theater / Strange & The Familiars(PDX) / Tangled Sheets / Old Man of the Woods,"The Black Mariah Theater, Strange & The Familiars, Tangled Sheets, Old Man of the Woods","February 6, 2026 at 9:00 PM",$15.52,Conor Byrne Pub,Not provided in source.,Not provided in source.,"The Black Mariah Theater, a jazz/blues/rock duo, will perform alongside Strange & The Familiars, Tangled Sheets, and Old Man of the Woods. The band is known for their infectious energy and a blend of classic and original blues and jazz songs.","Jazz, Blues, Rock",https://do206.com/events/2026/2/6/the-black-mariah-theater-strange-the-familiars-pdx-tangled-sheets-old-man-of-the-woods-tickets,123
The Strumbellas: Into Dust Tour,The Strumbellas,"March 9, 2026, 8 pm",$38.08 - $274.88,Aladdin Theater,"3017 SE Milwaukie, Portland, OR 97202",Not provided in source.,"The Strumbellas will perform as part of their Into Dust Tour, showcasing songs that blend intimate feelings with stadium folk sounds. Their music reflects themes of suffering and celebration, developed through collaboration with various songwriters and producers.",Country/Folk/Bluegrass,https://everout.com/portland/events/the-strumbellas-into-dust-tour/e215301/,119
Thunder Ridge,Thunder Ridge,"March 14, 2026 1:00 pm - 3:00 pm",FREE,Laurelthirst Public House,Not provided in source.,Not provided in source.,"Thunder Ridge is a traditional bluegrass band from Portland, OR, known for their hard driving vocal harmonies and instrumentals.",Bluegrass,https://laurelthirst.com/events/thunder-ridge-4/,16
Sam Greenfield with Foamboy presented by PDX Jazz,"Sam Greenfield, Foamboy","Sunday, March 8, 2026, 8 pm",$33.75 - $39.65,Mississippi Studios,"3939 N Mississippi, Portland, OR 97227",Not provided in source.,"Sam Greenfield, a multi-instrumentalist, will perform as part of the Biamp Portland Jazz Festival, supported by the local pop duo Foamboy.","Jazz, Pop, Funk",https://everout.com/portland/events/sam-greenfield-with-foamboy-presented-by-pdx-jazz/e220388/,194
Snow Strippers,Not provided in source.,"February 27, 2026 at 7:00 PM",Not provided in source.,Not provided in source.,Portland,Phone (866) 459 9233,Not provided in source.,Not provided in source.,https://americanarenas.com/events/snow-strippers-portland-friday-february-27-2026-700-pm/,1
"FOX WALKER, SUPERNATURAL BEAVERS","Fox Walker, The Supernatural Beavers","January 3, 2026 @ 9:00 pm – January 4, 2026 @ 1:30 am",$12,The Goodfoot,"2845 SE Stark Street, Portland, Oregon 97214, United States",503-239-9292,"Fox Walker, an R & B band from Portland, performs alongside The Supernatural Beavers, a hard-driving rock and roll band known for their energetic live shows.","R & B, Rock",https://thegoodfoot.com/events/fox-walker-supernatural-beavers-9pm-doors/,22
Jam-Packed!: A brand new sketch comedy show from The Sisters of Mercy,"The Sisters of Mercy (Shelley McLendon, Laura Sams, Erin Jean O'Regan, Lori Ferraro)","March 20, 2026 at 8:00 PM","$20.00 (adv), $25.00 (doors)",The Siren Theater,"3913 N. Mississippi Ave, Portland, OR 97227",http://www.sirentheater.com,"A sketch comedy show featuring The Sisters of Mercy, performing brand new sketches. Known for their top-notch talent, the quartet has been performing since 2019.",Comedy,https://www.merctickets.com/events/182973240/a-brand-new-sketch-comedy-show-from-the-sisters-of-mercy,12
SPARKLY SEQUINED SPECTACULAR w/ LIBERACE!,"David Saffert as Liberace, BRAVO Community Orchestra","Wednesday, March 11, 2026 at 7:30 PM PDT",Not provided in source.,Kaul Auditorium,"Portland, OR",Not provided in source.,"David Saffert performs as Liberace for the first time backed by a live orchestra at the Kaul Auditorium, supporting BRAVO Youth Orchestras.",Not provided in source.,https://www.eventbrite.com/e/sparkly-sequined-spectacular-w-liberace-tickets-1983203943381,1
Portland Winter Light Festival,Not provided in source.,"February 6–14, 2026",Free,Various Locations,"Portland, OR",visitorinfo@travelportland.com,Description:,Genres:,Source URL:,3
Musical Conversation: A Journey of (Re)discovery with Graeme Steele Johnson,Graeme Steele Johnson,"March 18, 2026, 6:00 PM",Not provided in source.,Not provided in source.,"Portland, OR",503-223-3202,"This event features a live, online conversation with clarinetist Graeme Steele Johnson, who will discuss his journey in rediscovering, revising, and reconstructing Charles Martin Loeffler’s lost octet, a Romantic masterpiece originally written in 1897. The conversation will include a Q&A segment at the end.",Classical,https://cmnw.org/concerts-events/2025-26-season/musical-conversationajourney-ofrediscovery-with-graeme-steele-johnson/2500,51
The Neon Room at Helium: Matt Kirshen,Matt Kirshen,15th March 2026 at 8:00 PM,Not provided in source.,Helium Comedy Club,Portland,Not provided in source.,"Matt Kirshen is a comedian known for his precise wit, with a successful career in both the UK and the US, including various television appearances and a podcast.",Comedy,https://dopdx.com/events/2026/3/15/the-neon-room-at-helium-matt-kirshen-tickets,12
OPAL IN SKY with Villain Of The Story & Young Medicine,"Opal In Sky, Villain Of The Story, Young Medicine","Sun March 22, 2026, Doors: 6:00 pm, SHOW: 6:30 pm PDT",$27.27,Star Theater,"13 NW 6th Ave, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","Opal In Sky is a modern metal band led by twin brothers Dylon and Tyson, known for their powerful riffs and uplifting lyrics. They aim to inspire and motivate their audience through music.",Metal,https://www.startheaterportland.com/tm-event/opal-in-sky-with-villain-of-the-story-young-medicine/,86
"SOLD OUT: JONAH KAGEN ""THE MAKE GOOD SHOW""",Jonah Kagen,"March 14, 2026, 4:30 PM PDT",Sold Out,Star Theater,"13 NW Sixth Avenue, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","Jonah Kagen, a rising artist from Savannah, GA, blends intricate guitar work with deeply personal lyrics. His journey to his debut album ""Sunflowers and Leather"" includes experiences of heartbreak and resilience, leading him to create heartfelt songs that resonate widely.",Not provided in source.,https://www.startheaterportland.com/tm-event/sold-out-jonah-kagen-the-make-good-show/,1
East Forest,"East Forest (Portland, OR)","Tue March 10, 8:00 PM",$35-75,The Catalyst,Santa Cruz,Not provided in source.,East Forest will be performing live at The Catalyst in Santa Cruz.,Not provided in source.,https://dothebay.com/events/2026/3/10/east-forest-tickets,1
David Wilcox,David Wilcox,6th March 2026 7:00 PM,Not provided in source.,The Alberta Rose Theatre,Portland,Not provided in source.,David Wilcox is a revered folk musician known for his deep storytelling and expressive finger-picking guitar technique. He offers a solo-acoustic performance that explores the human condition through his songs.,Folk,https://dopdx.com/events/2026/3/6/david-wilcox-tickets,195
Peppa Pig’s My First Concert,Aurora Orchestra,"February 10, 2026, 6:00 PM",Not provided in source.,Arlene Schnitzer Concert Hall,"Portland, OR",503.228.1353,"Peppa Pig's My First Concert is an interactive introduction to a live orchestra, featuring Peppa, Mummy Pig, Daddy Pig, and George as they explore the sounds of different instruments and enjoy music from the show.",Not provided in source.,https://orsymphony.org/productions/2526/peppa-pigs-my-first-concert,1
STORYVILLE CONFIDENTIAL feat. THE PUDDLETOWN STOMPERS,"The Puddletown Stompers, Kiki LeMeow, Zora Von Pavonine, Korin Kink",6th March 2026 at 8:00 pm PST,$38.60 - $280.65,Jack London Revue,"529 SW 4th Ave, Portland, OR 97204",info@ticketweb.com,"STORYVILLE CONFIDENTIAL offers a themed event reminiscent of the jazz and cabaret scenes from the past, featuring Portland's Vintage Jazz band, the Puddletown Stompers, along with burlesque performers.","Jazz, Burlesque",https://www.jacklondonrevue.com/tm-event/storyville-confidential-feat-the-puddletown-stompers/,196
Don Broco,Don Broco,"February 2, 2026 8:00 PM",Prices from $44 Avg. price ~ $64,Wonder Ballroom,"Portland, OR 97212, 128 Northeast Russell Street",Not provided in source.,Don Broco will perform live at Wonder Ballroom in Portland.,Not provided in source.,https://americanarenas.com/city/portland-events/,1
THE SADIES,The Sadies,"13th February 2026, 9:00 pm PST",$26.24,Star Theater,"13 NW Sixth Avenue, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","The Sadies are a band with 30 years of experience, known for their diverse range of musical styles including roots music, country, surf, garage rock, and alt rock.","Roots music, country, surf, garage rock, psychedelia, alt rock",https://www.startheaterportland.com/tm-event/the-sadies/,197
Queer Open Mic,Richard Colombo,"Wednesday, February 25, 2026 at 7:00 PM",Not provided in source.,Artichoke Community Music,"2007 Southeast Powell Boulevard, Portland, OR 97202",Not provided in source.,"Join us for Queer Open Mic! All are welcome to share music, poetry, and stories in a welcoming environment hosted by Richard Colombo, a beloved Portland songwriter and community builder.","Music, Poetry",https://www.eventbrite.com/e/queer-open-mic-tickets-1980050801248,50
Switch Tournament with PDX Gaymers,Not provided in source.,"8th March 2026, 3:00 PM - 5:00 PM",Not provided in source.,Northwest Library - Northwest Large Community Room 1A + 1B,"2300 Northwest Thurman Street, Portland, OR, 97210",(503) 988-5123,Get your game on with Nintendo Switch at the library. Led by gaming experts from PDX Gaymers.,Not provided in source.,https://events.multcolib.org/event/15024203&registration=true,1
Art in ASL + Look With Me,Not provided in source.,"March 15, 2026, 12:00 pm - 5:00 pm",Included with general admission,Portland Art Museum,"1219 SW Park Ave, Portland, OR","info@pam.org, 503-226-2811","The Portland Art Museum celebrates the Deaf Community with ""Art in ASL"" on the 3rd Sunday of every month. Deaf Community members and their companions enjoy complimentary admission, participate in guided ""Look with Me"" sessions in the galleries, and engage in artmaking and social time.",Not provided in source.,https://portlandartmuseum.org/event/art-in-asl-look-with-me-3-15-2026/,1
OPEN HOUSE: LOOFY,"LOOFY, DJ WIGGLES, FOOMAS","March 6, 2026 10:00 PM - March 7, 2026 2:00 AM PST",Free with guest list registration; $10.00 at door,THE DEN,"116 SE Yamhill St, Portland, OR 97217, USA",Not provided in source.,"An event featuring LOOFY along with DJ WIGGLES and FOOMAS at THE DEN. Entry is free with guest list registration until midnight, but $10.00 at the door afterward.",Not provided in source.,https://events.humanitix.com/loofy,1
Kris Deelane & the Hurt,Kris Deelane & the Hurt,"April 11, 2026 6:00 pm - 8:00 pm",FREE,Laurelthirst Public House,Not provided in source.,Not provided in source.,"Kris Deelane is a prominent figure in the Portland Rock scene, performing with her nine-piece soul band The Hurt. They will present a dynamic performance featuring classic soul sounds from the 60s and 70s.","Rock, Soul",https://laurelthirst.com/events/kris-deelane-the-hurt-27/,99
Truly,Truly,5th March 2026 at 8:00 PM,Not provided in source.,Mississippi Studios,Portland,Not provided in source.,Truly will be performing at Mississippi Studios.,Not provided in source.,https://dopdx.com/events/2026/3/5/truly-tickets,1
Undertow,Not provided in source.,"March 21, 2026 7:00 pm - 9:00 pm",Not provided in source.,PAM CUT’s Tomorrow Theater,"3530 SE Division St., Portland, OR",Not provided in source.,Not provided in source.,Not provided in source.,https://portlandartmuseum.org/event/undertow/,1
Soovin Kim & Ieva Jokūbavičiūtė: Beethoven Sonatas,Soovin Kim & Ieva Jokūbavičiūtė,"Saturday, March 7th, 2026, 7:30 pm",Not provided in source.,The Old Church,"1422 SW 11th Ave, Portland, OR 97201",Not provided in source.,A chamber music concert featuring the performance of Beethoven sonatas by violinist Soovin Kim and pianist Ieva Jokūbavičiūtė.,Chamber Music,https://cmnw.org/concerts-events/calendar/filter-by/month/151/2026/03,40
"Edgar Meyer, Tessa Lark & Joshua Roman: DAZZLING CLASSICAL/BLUEGRASS CROSSOVER STARS","Edgar Meyer, Tessa Lark, Joshua Roman","January 10, 2026 7:30 pm",$10 – $77,Not provided in source.,"12625 SW Crescent St, Beaverton, OR 97005",Not provided in source.,"This event features a performance by the trio of Grammy Award-winning bassist Edgar Meyer, violinist Tessa Lark, and cellist Joshua Roman, showcasing a mix of classical and bluegrass music, including works from Bach and new compositions.","Classical, Bluegrass",https://thereser.org/event/edgar-meyer-tessa-lark-joshua-roman-dazzling-classical-bluegrass-crossover-stars/,198
Sweet Honey in the Rock,"Sweet Honey in the Rock, Resonance Ensemble","January 25, 2026 3:00 pm",$69.50 – $79.50,The Reser,"Beaverton, OR 97005",Not provided in source.,"Sweet Honey in the Rock returns to Portland for a powerful evening of collaborative artistry, featuring a dynamic program with the Resonance Ensemble and culminating in a world premiere performance.",Not provided in source.,https://thereser.org/event/sweet-honey-in-the-rock-2/,1
ULTRA SUNN with Special Guests,Ultra Sunn,"April 4, 2026 at 8:00 pm PDT",$30.36,Star Theater,"13 NW 6th Ave, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com",A live performance featuring Ultra Sunn and special guests at the Star Theater.,Not provided in source.,https://www.startheaterportland.com/tm-event/ultra-sunn-with-special-guests/,1
